id,uid,title,score,date,content,,,
,,Spectacular!,4,,"We booked our tickets online prior to arriving in Singapore to enjoy the (minimal) discount. Upon researching, we decided to time our embarkation nearer to sunset to enjoy the sun setting on the city. Unfortunately, we got up too early to experience the sunset! The view on the way up, on top and down did not disappoint! Gorgeous! There's no point in me describing what you can see up there as the view is well worth the price.

However, getting up was slightly tricky as the Flyer never stops. It moves really really slowly though so everybody is supposed to ""jump"" on when the capsule approaches the platform. Those with mobility issues should bear this in mind. Also, it's a no-no for those with fear of heights as the capsule is pretty much all glass.

The centre is quite nice to walk about while waiting to embark or after. It overlooks the starting grid and paddock area of the Singapore GP. Gardens by the Bay can also be seen from there.

After our trip up, we took a walk along the Helix bridge to Marina Bay Sands. It was a very nice walk! We really enjoyed it!",,,
,,Just another Paris Wheel,3,,"Long queues, one round took ages. Not really worth the money is my opinion. Spend a night in Marina Bay Sands Hotel and hang out at the terrace there instead or go for a brunch at the KuDeTa at Marina Bay Sands instead if view is what you are after.",,,
,,Magnificent view of the Lion City,5,,"Went to Singapore flyer last November. Not very expensive for me, but it was great. after entered the gate there's a introductory gallery on observation wheels around the world and the city-state of Singapore. The cabin is huge, clean and pleasant. The view from the cabin is magnificent, the higher the better (on the week prior news reported that the haze is persistent but it doesn't matter.) Besides all those major buildings in the town, I can see the Keppel port, as well as residential area of Mountbatten and Marine Parade. Explanatory signs in the cabin on attractions that can be seen from cabins were useful. There're food outlets in the mall underneath, some guidebooks I can bought at home said that the food is good also.",,,
,,great view,5,,"Me ,my wife and son visited Singarpore last week and decided to go on the the Singarpore flyer, it is a excellent way of taking in the sights around the marina and beyond, not in the least bit scarey, very gradual and calm and rock steady, bye the time you reach the highest point your used to height and views, although it's 30 metres bigger then the London eye you don't get that feeling , all in all a lovely way to spend 30 minutes, we did not book in advance and it cost for the 3 of us about 拢50 , worth it for the experience",,,
,,Great perspective on city,5,,Did this despite Husband fear of heights and got some great photos of city. recommend as must visit also.,,,
,,Awesome,4,,We had visited both Marina sand spark and Flyer. I preferred the flyer. The views were amazing. We took the ride during sunset. Awesome..lovely way to see Singapore skyline,,,
,,Great views of the city,5,,"Such a great experience taking a trip on the Flyer. Panoramic views of the gardens, marina with the boats going in and out - and right above the Grand Prix circuit. The wheel turns slowly to maximise viewing and photo opportunities - loved it",,,
,,Love it!,5,,"By riding MRT, we could get there easily, but me and my friend just try to walk from merlion park. It's soooo tiring that we could feel our leg is separate with our body but when we ride that flyer, all the tiredness suddenly dissapear. We feel so glad to enjoy singapore from above. Even it quite expensive, but we take it for granted.",,,
,,Amazing,5,,Wonderful experience.....looking at the top of sky ....entire Singapore city & the ocean....with my wife who was on the wheel-chair......very few places like this provide such a facility to a handicapped......I really admire the Government & the Organizers to be so much visitor friendly.......,,,
,,It was a great view,3,,"May be we made a mistake by going at night, it was a great view but almost all the photos are ruined because its a big glass box and cameras do not like glass. Im guessing it would have a greater view when f1 races are on. Since the whole track wraps around the place",,,
,,Great views of Singapore,5,,"If visiting Singapore, this is a ""must do"" for any visitors. You will be rewarded with fantastic views of the city and its suburbs.",,,
,,A must do.,4,,"Arrived about 10.30 am on a Saturday, very short queue. Senior rate only for Singaporeans but got a discount by showing my Singapore airline boarding pass. Large capsules and not overcrowded. Glorious views of Marina bay and the skyline. It takes about 30 minutes to complete. I'm not too good with heights but this was fine. Next visit (I hope!) will do it by night.",,,
,,"Brilliant Views, friendly staff.",5,,Brilliant views and a good way to fully appreciate the vastness of the city. Slow enough to get good photographs. Went during darkness and seeing the bay and all surrounding it lit up was great. Was able to view the preparations for F1 too!,,,
,,Good view,4,,Good to do when first visit Singapore. Probably don't need to do both this and the sky deck viewing platform at Marina Bay. Sky deck thing goes higher than this.,,,
,,What a view!,5,,If you are ever in Singapore this is a must! Fantastic views all around this wonderful city. Billed as the highest in the world and we certainly wouldn't argue with that!,,,
,,A got to do,4,,A great way to see over Singapore. The cars were large and afforded comfort as well as the great views. Lots of other attractions at its base.,,,
,,A must see in Singapore,4,,Because of time we had to go on the Flyer during the day. I'm sure it is much better at night. It had a bit of an introductory story which took you through the building of the flyer. Very interesting plus it was air conditioned. It was fun and a must see in Singapore but it was a bit pricey. You can get a 10% discount if you show them your Singapore Airlines boarding pass. There are no signs and no one tells you this but I asked and got the discount.,,,
,,First time visitor,4,,A great way to see the city if you have never been here before. The wheel trip shows you both sides of Marina Bay.,,,
,,Singapore Flyer at Night,5,,The best time to ride the Singapore Flyer is at night time to enjoy the panoramic view of Singapore skyline. The skyline at night time is totally different from day time. Don't forget to bring your camera for the souvenir shots. It's worth the money and the time. It takes roughly an hour for the whole ride.,,,
