id,uid,title,score,date,content
,,A nice morning walk,4.0,,"The Park was a 5 minute stroll from our Hotel, although it took a little longer to walk up all the steps from the road! It was a lovely way to spend a couple of hours walking around."
,,A gorgeous park.,4.0,,"This is a wonderful park to enjoy a 2-hour stroll.
While the entrance to the park starts with many, many, MANY stairs, it is well worth to get to the upper part of the park, where you can enjoy beautiful jungle-like trees, lovely flowers and even some historic buildings.
The view from the park is lovely and the trees contrast beautifully with the tall buildings surrounding the park.
You can take a circular path around the water reservoir. Just make sure not to get too close to the fence of the water reservoir. As the sign suggests - those guys are SERIOUS!
Despite visiting the park in the late morning/early noon on a hot July day, the stroll in the park was rather effortless most of the time and is suitable for everyone (as long as you can handle the numerous stairs on the entrance).
Highly recommended!"
,,Pleasant park gets an extra star mainly for the Battle Box,4.0,,"It's a pleasant walk through the grounds of this park on a hill, but what remains of the fort is quite limited if well-illustrated on the two trails around the park.

Highlight is really the Battle Box: a guided tour takes you through re-enactments of the one-sided Japanese invasion and the subsequent sad British surrender undertaken to avoid an even worse bloodbath."
,,Picnicking Haven,5.0,,"Wonderful environment with lots of special herbal plants and trees!
But the best thing about this place is the clean and even grass land in front of the stage where you may have casual picnics or enjoy outdoor performances with prepared feasts when coming with friends and family."
,,Great place to go for a walk,4.0,,"It only takes about an hour to walk to entire trail, but there's always something interesting happening at the park. Really like to come on the weekend and mellow for a while."
,,Peaceful...until the night of the rock concerts,4.0,,"I attended school near Fort Canning Park over 25 years ago and till today, still know it as a peaceful respite from the bustle of Bras Basah and Orchard Roads. With some funerary architecture dating back to the 1800s and an ongoing archeological dig still going on at certain times of the year, it's steeped in local historical importance. The presence of the National Museum of Singapore at the foot of Fort Canning hill also lends a certain degree of culture and sophistication to the surroundings.

These days, modernisation is leaning in and the park plays the role of concert venue under the stars. Ranging from classical to rock, as well as plays and shows, it's a terrific place for the concert goer as well as the family."
,,Lovely Historical Park,4.0,,"Lush and tropical the old fort still has relics like the battle box, cannon, as well as lovely tress and flora. You can easily stroll around the park and it was quite relaxing. Bring your walking shoes. It is off the beaten track so you tend to walk there and back as less linking transport."
,,Worth a visit,3.0,,"A lovely oasis of calm in the heart of the city, just behind Clarke Quay. Some interesting historical insights into early Singapore.
Would have given it a higher score oif the Battle Box had been open at 11:45 when oit was supposed to be , instead of closed for lunch 15 mins early"
,,Hidden treasure,4.0,,"Hidden behind the National Museum - great place to visit for all. There is a spice garden for those interested in plants. Don't forget to look for the ""Cannonball Tree"" in the main courtyard near the remnants of the Fort Gate. There is an archaeological dig site as well as the last Malay King's tomb. Kids will enjoy the cannon, the Fort Gate (you can climb up) as well as a Sally Port to sneak out.

There are several art installations around as well weddings on the weekends."
,,Wonderful evening under the stars,5.0,,"My husband and I have attended two events at Fort Canning Park - the ballet under the stars and also a Shakespearean play. Both were wonderful. The park opens up a couple hours before the events start, and people throw blankets down on the grass, bring food and drinks and essentially have a picnic before and during the shows. Both times we've had a wonderful time. One word of caution, however. Make sure you have transport arranged back to your hotel. Getting a taxi from there is quite tricky if you aren't from Singapore. You end up having to walk a ways to find an actual taxi stand, and it can be a little confusing."
